customer_id,city,age,gender,tenure_months,plan_type,contract,monthly_charges,total_charges,support_calls,payment_method,has_broadband,has_streaming,churned
C10619,Chennai,61,F,37,Basic,Month-to-month,412.0,14529.0,0,Card,False,False,False
C14300,Bengaluru,24,M,53,Premium,One year,1508.0,79831.0,0,Card,True,False,False
C12481,Hyderabad,20,F,24,Standard,Month-to-month,1132.0,26131.0,0,Cash,True,True,False
C10259,Hyderabad,52,M,60,Standard,Two year,811.0,46650.0,1,Card,False,True,False
C16723,Hyderabad,63,F,29,Standard,One year,1151.0,31809.0,4,UPI,True,True,False
C13406,Pune,35,F,7,Premium,Month-to-month,1339.0,9064.0,2,UPI,False,True,False
C16630,Bengaluru,32,M,32,Premium,Month-to-month,1514.0,47446.0,1,Card,True,False,False
C14954,Hyderabad,45,M,43,Standard,Two year,724.0,30056.0,1,Cash,False,False,False
C12387,Hyderabad,58,M,26,Basic,Month-to-month,794.0,20281.0,1,UPI,True,True,False
C16823,Bengaluru,18,M,10,Premium,Two year,1626.0,15844.0,4,Card,True,False,False
C13300,Pune,50,M,37,Basic,Month-to-month,384.0,14207.0,1,Card,False,False,False
C15252,Chennai,22,M,70,Basic,One year,803.0,53461.0,0,UPI,True,True,False
C15292,Kochi,68,F,17,Basic,Two year,825.0,13501.0,2,UPI,True,True,False
C13793,Chennai,70,F,21,Standard,Month-to-month,711.0,14579.0,1,UPI,False,False,False
C16646,Hyderabad,54,F,31,Premium,Month-to-month,1349.0,41566.0,0,UPI,False,True,False
C15405,Kochi,59,M,15,Basic,One year,879.0,12548.0,1,UPI,True,True,False
C13187,Pune,68,F,70,Premium,Two year,1525.0,104315.0,1,Card,True,False,False
C10172,Chennai,23,M,14,Basic,Two year,461.0,6423.0,1,UPI,False,False,False
C11135,Hyderabad,58,M,19,Standard,One year,1083.0,20094.0,0,Card,True,False,False
C11333,Bengaluru,21,F,17,Basic,Month-to-month,452.0,7378.0,2,UPI,False,False,True
C11807,Hyderabad,20,M,61,Basic,Two year,672.0,40766.0,1,UPI,True,False,False
C15358,Bengaluru,26,M,35,Standard,Month-to-month,670.0,22943.0,0,UPI,False,False,False
C14575,Hyderabad,21,M,33,Premium,Month-to-month,1338.0,43543.0,1,Card,False,True,False
C11650,Hyderabad,40,M,16,Premium,Two year,1625.0,25521.0,0,UPI,True,True,False
C14398,Pune,31,F,10,Basic,One year,755.0,7490.0,0,Card,True,False,False
C15514,Hyderabad,36,F,14,Basic,Month-to-month,517.0,6919.0,1,Cash,False,True,False
C13570,Chennai,36,M,36,Basic,Month-to-month,928.0,33408.0,0,Card,True,True,False
C11550,Bengaluru,30,F,19,Basic,Two year,417.0,7628.0,1,Bank transfer,False,False,False
C10084,Kochi,72,M,6,Basic,One year,548.0,3282.0,3,Cash,False,True,True
C14198,Hyderabad,56,M,65,Premium,Two year,1501.0,97476.0,1,UPI,True,False,False
C12305,Pune,62,F,52,Standard,One year,931.0,47181.0,1,Card,True,False,True
C15236,Pune,52,F,15,Basic,Month-to-month,499.0,7438.0,0,UPI,False,True,False
C15969,Pune,46,F,7,Standard,Month-to-month,996.0,6645.0,3,Cash,True,False,False
C16072,Pune,60,F,71,Premium,One year,1491.0,103206.0,0,Bank transfer,True,False,False
C16189,Chennai,26,M,6,Basic,Month-to-month,668.0,3995.0,1,Card,True,False,True
C14381,Bengaluru,30,F,33,Basic,Month-to-month,416.0,13581.0,0,Card,False,False,False
C12805,Chennai,72,M,27,Basic,Month-to-month,425.0,11179.0,3,Bank transfer,False,False,True
C10383,Pune,50,M,33,Basic,Month-to-month,930.0,29240.0,3,UPI,True,True,False
C12466,Bengaluru,39,M,31,Standard,Month-to-month,978.0,29915.0,1,Card,True,False,False
C11172,Bengaluru,71,M,62,Premium,One year,1468.0,88096.0,0,Card,True,False,False
C16942,Chennai,73,M,32,Basic,Month-to-month,700.0,21730.0,1,UPI,True,False,True
C10192,Pune,62,M,1,Basic,Month-to-month,367.0,364.0,2,UPI,False,False,True
C14242,Hyderabad,43,M,35,Premium,Month-to-month,1649.0,56948.0,1,UPI,True,True,False
C11758,Kochi,70,F,23,Standard,Month-to-month,1123.0,24838.0,2,Card,True,True,True
C11442,Hyderabad,54,F,63,Premium,Two year,1219.0,74952.0,0,UPI,False,False,False
C10132,Pune,59,F,4,Basic,Month-to-month,400.0,1582.0,1,Card,False,False,False
C11242,Pune,29,M,43,Basic,Two year,522.0,22067.0,4,UPI,False,True,False
C11583,Hyderabad,25,F,18,Premium,One year,1494.0,26892.0,2,Card,True,False,False
C14326,Chennai,22,M,16,Premium,One year,1637.0,25038.0,0,UPI,True,True,False
C10803,Hyderabad,58,F,10,Standard,Month-to-month,866.0,8391.0,1,Cash,False,True,True
C11760,Chennai,39,F,8,Standard,Month-to-month,783.0,6156.0,0,Card,False,True,True
C13026,Bengaluru,29,M,17,Basic,Month-to-month,400.0,6667.0,3,Cash,False,False,True
C10215,Chennai,36,F,8,Basic,One year,883.0,6902.0,0,UPI,True,True,False
C10060,Hyderabad,18,F,26,Basic,Two year,663.0,16796.0,0,Card,True,False,False
C15118,Pune,49,F,21,Premium,One year,1510.0,30393.0,2,UPI,True,False,False
C15807,Bengaluru,62,F,15,Standard,Month-to-month,1067.0,15735.0,1,Card,True,False,False
C15657,Chennai,42,M,50,Standard,One year,1015.0,49988.0,0,Bank transfer,True,False,False
C10307,Chennai,59,M,23,Basic,Month-to-month,446.0,9784.0,0,UPI,False,False,True
C14861,Kochi,61,F,18,Premium,Month-to-month,1566.0,27399.0,2,Card,True,True,False
C14946,Pune,42,M,29,Basic,Month-to-month,313.0,8875.0,0,Bank transfer,False,False,False
C12392,Chennai,64,M,63,Standard,One year,936.0,58180.0,2,Card,True,False,False
C16702,Chennai,36,M,36,Standard,Month-to-month,746.0,25685.0,1,UPI,False,False,True
C14050,Bengaluru,51,M,31,Premium,Two year,1630.0,49633.0,2,Cash,True,True,False
C12234,Chennai,68,F,54,Premium,Two year,1735.0,92241.0,0,UPI,True,True,False
C16020,Hyderabad,47,F,8,Standard,Month-to-month,1022.0,7808.0,1,Card,True,False,True
C14546,Pune,59,M,24,Basic,Month-to-month,859.0,20078.0,1,UPI,True,True,False
C15918,Pune,28,M,11,Basic,Month-to-month,833.0,8967.0,0,Cash,True,True,True
C10748,Bengaluru,33,M,36,Standard,Month-to-month,677.0,24313.0,0,UPI,False,False,False
C10801,Chennai,26,M,28,Basic,Month-to-month,700.0,18749.0,1,UPI,True,False,False
C14504,Kochi,57,F,37,Premium,Month-to-month,1513.0,54382.0,1,Cash,True,False,True
C15325,Kochi,72,F,30,Basic,Month-to-month,735.0,21667.0,1,Cash,True,False,False
C10828,Bengaluru,52,M,28,Standard,One year,992.0,26803.0,1,UPI,True,False,False
C10777,Hyderabad,33,M,49,Standard,Two year,862.0,41897.0,1,UPI,False,True,False
C13023,Hyderabad,30,F,10,Premium,One year,1645.0,16320.0,3,Bank transfer,True,True,False
C16152,Bengaluru,68,F,20,Standard,Month-to-month,655.0,12808.0,1,Cash,False,False,False
C10549,Bengaluru,64,M,21,Standard,Month-to-month,859.0,18038.0,1,Card,False,True,False
C10798,Chennai,66,M,53,Basic,One year,674.0,34220.0,0,Bank transfer,True,False,False
C16656,Kochi,46,F,22,Standard,One year,1077.0,23552.0,1,Cash,True,False,False
C11426,Hyderabad,74,M,27,Standard,Two year,993.0,26614.0,1,UPI,True,False,False
C13690,Kochi,28,F,57,Premium,Two year,1428.0,77768.0,2,Bank transfer,True,False,False
C16684,Hyderabad,73,F,54,Standard,Two year,1064.0,55607.0,1,UPI,True,True,False
C15790,Bengaluru,47,F,9,Standard,Month-to-month,1160.0,10055.0,3,Card,True,True,True
C10659,Hyderabad,38,F,59,Standard,Two year,1029.0,58783.0,1,UPI,True,False,False
C13626,Bengaluru,25,F,50,Basic,One year,459.0,22907.0,2,UPI,False,False,False
C13838,Bengaluru,74,F,14,Basic,Month-to-month,756.0,10402.0,1,UPI,True,False,False
C10523,Hyderabad,18,F,24,Basic,Month-to-month,714.0,17092.0,2,Card,True,False,False
C13072,Bengaluru,48,F,54,Basic,Two year,904.0,48816.0,3,Bank transfer,True,True,False
C16075,Bengaluru,38,F,53,Basic,One year,864.0,43801.0,1,Card,True,True,False
C14002,Chennai,70,M,59,Standard,One year,1242.0,73195.0,0,UPI,True,True,False
C16234,Bengaluru,41,M,28,Premium,Two year,1560.0,41525.0,2,UPI,True,False,False
C15050,Hyderabad,30,F,30,Standard,Two year,1157.0,33573.0,0,UPI,True,True,False
C15591,Chennai,59,M,9,Basic,One year,346.0,3088.0,1,Card,False,False,False
C14776,Chennai,39,F,61,Standard,One year,711.0,41246.0,0,UPI,False,False,False
C11836,Chennai,59,M,30,Standard,Month-to-month,1018.0,30167.0,3,UPI,True,False,False
C10936,Pune,51,M,24,Standard,Month-to-month,767.0,18000.0,1,UPI,False,False,False
C16089,Bengaluru,34,F,54,Premium,Two year,1645.0,85146.0,2,Bank transfer,True,True,False
C16031,Pune,68,F,1,Premium,Month-to-month,1517.0,1465.0,0,Bank transfer,True,False,False
C11764,Chennai,52,M,16,Standard,Month-to-month,880.0,14053.0,2,Bank transfer,False,True,True
C10322,Bengaluru,48,M,7,Standard,Month-to-month,1013.0,7069.0,4,Bank transfer,True,False,False
C12674,Hyderabad,28,F,46,Standard,One year,1104.0,48374.0,1,Card,True,True,False
C11998,Bengaluru,46,F,50,Basic,One year,790.0,38798.0,3,UPI,True,False,False
C12005,Bengaluru,66,M,6,Basic,Month-to-month,628.0,3675.0,5,UPI,False,True,True
C16104,Hyderabad,67,M,21,Basic,Two year,578.0,11561.0,4,UPI,False,True,False
C13337,Kochi,50,M,2,Basic,Month-to-month,352.0,692.0,1,Card,False,False,False
C11187,Bengaluru,27,F,28,Standard,Month-to-month,986.0,27500.0,3,Bank transfer,True,False,False
C16444,Hyderabad,32,M,38,Basic,Month-to-month,797.0,29929.0,4,UPI,True,False,False
C10028,Bengaluru,30,F,27,Standard,Month-to-month,1153.0,30018.0,3,Cash,True,True,True
C11303,Bengaluru,44,F,71,Basic,One year,313.0,22067.0,0,UPI,False,False,False
C11992,Hyderabad,34,F,23,Basic,Two year,702.0,15502.0,2,Card,True,False,False
C10846,Bengaluru,25,F,30,Basic,Month-to-month,893.0,26272.0,1,Cash,True,True,False
C12046,Hyderabad,41,M,17,Standard,Two year,734.0,12188.0,2,Bank transfer,False,False,True
C10768,Bengaluru,52,M,7,Basic,Month-to-month,744.0,5046.0,0,Card,True,False,False
C14622,Chennai,69,F,13,Premium,One year,1202.0,15411.0,3,UPI,False,False,False
C15889,Hyderabad,41,M,41,Standard,Two year,953.0,38897.0,1,Bank transfer,True,False,False
C12167,Pune,45,F,17,Standard,Two year,986.0,16096.0,0,UPI,True,False,False
C11393,Hyderabad,23,M,22,Basic,Two year,414.0,8694.0,2,Card,False,False,False
C14923,Bengaluru,58,M,2,Standard,Month-to-month,821.0,1564.0,1,Card,False,True,True
C15452,Hyderabad,36,F,24,Premium,Month-to-month,1221.0,28046.0,2,UPI,False,False,False
C11668,Bengaluru,59,F,12,Premium,Month-to-month,1541.0,17646.0,1,Cash,True,True,True
C14271,Bengaluru,67,F,29,Standard,Two year,1035.0,29709.0,0,UPI,True,False,False
C12436,Bengaluru,48,F,35,Basic,Month-to-month,378.0,13052.0,2,Bank transfer,False,False,False
C12779,Hyderabad,19,F,2,Basic,Month-to-month,447.0,865.0,2,Cash,False,False,False
C13551,Chennai,32,F,26,Basic,Two year,601.0,14941.0,0,Card,False,True,False
C10612,Pune,46,F,24,Basic,Month-to-month,546.0,12788.0,2,UPI,False,True,False
C10403,Hyderabad,56,F,1,Basic,Month-to-month,386.0,380.0,1,UPI,False,False,True
C14302,Chennai,46,F,24,Standard,Month-to-month,690.0,15786.0,2,Bank transfer,False,False,True
C13336,Hyderabad,73,M,67,Standard,Two year,980.0,63116.0,1,UPI,True,False,False
C12947,Pune,60,M,30,Basic,Month-to-month,594.0,17075.0,1,UPI,True,False,False
C11817,Bengaluru,52,F,51,Standard,One year,988.0,49668.0,2,Bank transfer,True,False,False
C14032,Hyderabad,37,M,5,Standard,Month-to-month,1195.0,5938.0,1,Card,True,True,False
C11453,Pune,29,F,35,Standard,Month-to-month,892.0,31035.0,2,Cash,False,True,True
C10839,Hyderabad,70,M,54,Premium,Two year,1438.0,75778.0,1,Bank transfer,True,False,False
C13873,Bengaluru,20,M,12,Basic,Month-to-month,448.0,5191.0,2,UPI,False,False,False
C12082,Bengaluru,21,M,64,Standard,One year,1239.0,76612.0,2,Cash,True,True,False
C14852,Hyderabad,66,M,30,Standard,Month-to-month,992.0,28845.0,0,UPI,True,False,True
C12597,Hyderabad,50,M,20,Standard,Two year,1024.0,20110.0,2,UPI,True,False,False
C15476,Bengaluru,45,M,13,Basic,Two year,850.0,10860.0,1,UPI,True,True,False
C16954,Pune,34,F,16,Premium,One year,1278.0,19768.0,0,UPI,False,False,False
C11107,Bengaluru,41,F,63,Standard,One year,1054.0,63907.0,1,Card,True,False,False
C16254,Bengaluru,31,M,13,Basic,Two year,399.0,5030.0,1,Cash,False,False,False
C15379,Bengaluru,24,F,17,Standard,One year,676.0,11431.0,1,Bank transfer,False,False,False
C14102,Hyderabad,37,M,71,Basic,One year,695.0,48466.0,3,Cash,True,False,False
C11623,Hyderabad,24,F,18,Basic,Month-to-month,582.0,10108.0,0,Bank transfer,False,True,True
C15098,Hyderabad,63,M,18,Standard,Month-to-month,750.0,13145.0,0,Card,False,False,True
C11058,Bengaluru,55,F,71,Basic,One year,859.0,58821.0,0,Bank transfer,True,True,False
C16037,Bengaluru,28,F,10,Standard,Month-to-month,754.0,7271.0,1,Card,False,False,False
C12998,Kochi,50,F,13,Premium,One year,1418.0,18371.0,0,Card,False,True,False
C16367,Hyderabad,66,M,16,Standard,One year,1037.0,15818.0,1,UPI,True,False,False
C11123,Hyderabad,65,M,44,Standard,One year,1126.0,47951.0,1,Cash,True,True,False
C15024,Hyderabad,41,M,47,Basic,Two year,690.0,30970.0,0,Cash,True,False,False
C11063,Chennai,53,M,2,Basic,Month-to-month,552.0,1086.0,0,Card,False,True,True
C12542,Hyderabad,37,F,8,Standard,Month-to-month,1035.0,8149.0,1,Card,True,False,False
C15373,Kochi,31,F,40,Standard,One year,1040.0,40923.0,3,Cash,True,False,False
C12318,Pune,73,M,57,Basic,One year,853.0,48423.0,0,UPI,True,True,False
C15307,Chennai,61,F,34,Basic,Month-to-month,837.0,27612.0,1,Bank transfer,True,True,False
C15129,Bengaluru,22,M,33,Premium,One year,1375.0,44214.0,1,Bank transfer,True,False,False
C12325,Pune,66,F,20,Premium,Month-to-month,1587.0,31408.0,2,Card,True,True,True
C16826,Hyderabad,43,F,29,Premium,Month-to-month,1355.0,38499.0,2,Cash,False,True,True
C11947,Chennai,55,F,7,Basic,Month-to-month,842.0,5890.0,2,UPI,True,True,False
C13992,Pune,25,F,17,Premium,Month-to-month,1492.0,25071.0,1,UPI,True,False,False
C14906,Bengaluru,30,F,8,Basic,Month-to-month,366.0,2797.0,2,Card,False,False,False
C10241,Hyderabad,61,M,8,Basic,One year,660.0,5207.0,0,Card,True,False,False
C11304,Hyderabad,42,F,71,Basic,Two year,585.0,40420.0,0,UPI,False,True,False
C13514,Kochi,42,F,39,Basic,Month-to-month,832.0,31030.0,2,UPI,True,True,False
C15585,Chennai,54,M,32,Basic,Month-to-month,827.0,26239.0,1,Card,True,True,False
C12216,Bengaluru,53,M,11,Standard,Month-to-month,1163.0,12741.0,0,UPI,True,True,True
C15486,Bengaluru,56,M,66,Standard,Two year,926.0,60292.0,3,Card,False,True,False
C14181,Chennai,59,M,8,Standard,Month-to-month,1194.0,9511.0,2,UPI,True,True,True
C14071,Kochi,54,M,22,Basic,Month-to-month,715.0,15538.0,3,Bank transfer,True,False,False
C15224,Pune,60,M,39,Basic,Month-to-month,685.0,25726.0,1,UPI,True,False,False
C15053,Chennai,39,F,18,Standard,Month-to-month,1012.0,17872.0,1,UPI,True,False,False
C11308,Hyderabad,50,F,37,Standard,Month-to-month,743.0,27325.0,2,UPI,False,False,False
C12630,Pune,73,F,24,Basic,Month-to-month,673.0,15554.0,1,UPI,True,False,False
C10095,Chennai,48,M,23,Standard,Month-to-month,1079.0,23968.0,1,UPI,True,True,False
C14034,Chennai,21,F,12,Standard,Month-to-month,653.0,7573.0,1,Card,False,False,False
C15478,Bengaluru,33,M,3,Premium,Month-to-month,1198.0,3573.0,2,Card,False,False,False
C13201,Hyderabad,43,F,71,Basic,One year,768.0,53363.0,1,Cash,True,False,False
C12976,Kochi,49,M,20,Basic,Month-to-month,722.0,14282.0,1,UPI,True,False,False
C12975,Hyderabad,36,F,10,Basic,One year,709.0,6133.0,2,Card,True,False,False
C10931,Bengaluru,29,F,13,Standard,Month-to-month,926.0,11904.0,0,UPI,True,False,False
C11109,Chennai,40,F,33,Standard,One year,829.0,27269.0,2,UPI,False,True,False
C10464,Hyderabad,73,F,56,Basic,Two year,832.0,44383.0,1,Card,True,True,False
C10459,Pune,47,F,44,Standard,Two year,1030.0,44657.0,1,UPI,True,False,False
C11497,Hyderabad,68,M,31,Basic,Month-to-month,516.0,15996.0,2,Card,False,True,False
C13725,Hyderabad,53,F,33,Standard,One year,1080.0,34700.0,0,UPI,True,False,False
C16615,Hyderabad,26,F,10,Basic,Month-to-month,388.0,3828.0,1,UPI,False,False,True
C12224,Chennai,43,F,21,Basic,Two year,764.0,15836.0,0,Cash,True,True,False
C14151,Bengaluru,56,M,18,Basic,Two year,822.0,14424.0,0,UPI,True,True,False
C11525,Hyderabad,51,M,18,Basic,One year,720.0,12501.0,0,UPI,True,False,False
C10670,Chennai,56,F,21,Premium,Month-to-month,1645.0,33120.0,0,Card,True,True,False
C10559,Pune,44,F,16,Standard,One year,1006.0,15413.0,2,Bank transfer,True,False,False
C11571,Pune,48,F,36,Standard,Month-to-month,942.0,32772.0,0,Card,True,False,False
C14941,Bengaluru,56,M,29,Basic,Month-to-month,823.0,23708.0,1,Bank transfer,True,True,False
C11881,Chennai,21,F,35,Standard,Month-to-month,983.0,34039.0,1,UPI,True,False,False
C15111,Kochi,37,F,10,Basic,Month-to-month,726.0,7182.0,0,Cash,True,False,False
C16923,Pune,26,F,37,Standard,Month-to-month,855.0,31121.0,3,Card,False,True,False
C14100,Bengaluru,67,M,35,Premium,Two year,1616.0,54221.0,2,Cash,True,True,False
C11150,Pune,26,M,26,Basic,Month-to-month,542.0,13974.0,2,UPI,False,True,False
C11062,Chennai,48,F,52,Standard,Two year,681.0,35050.0,3,UPI,False,False,False
C11365,Kochi,62,F,31,Basic,Two year,716.0,21387.0,0,UPI,True,False,False
C12195,Bengaluru,62,F,32,Standard,One year,810.0,25853.0,1,UPI,False,True,False
C16950,Hyderabad,74,F,30,Standard,Two year,802.0,23775.0,3,Cash,False,True,False
C11884,Chennai,50,M,16,Premium,Month-to-month,1211.0,18487.0,1,Card,False,False,True
C12739,Bengaluru,62,M,35,Standard,Two year,1025.0,34309.0,2,Bank transfer,True,False,False
C16369,Pune,71,M,22,Premium,One year,1381.0,30308.0,3,Bank transfer,False,True,False
C11818,Chennai,36,F,61,Basic,One year,423.0,24646.0,3,Cash,False,False,False
C11838,Kochi,22,M,19,Standard,Month-to-month,998.0,18513.0,1,Card,True,False,False
C13262,Hyderabad,36,F,25,Premium,Month-to-month,1619.0,39741.0,2,Bank transfer,True,True,False
C12220,Pune,43,M,20,Basic,Month-to-month,715.0,13814.0,0,Card,True,False,False
C11162,Bengaluru,73,M,2,Basic,Month-to-month,679.0,1353.0,2,Card,True,False,True
C12767,Hyderabad,37,M,53,Standard,One year,836.0,42664.0,1,Cash,False,True,False
C11927,Chennai,23,F,24,Standard,Month-to-month,984.0,23616.0,1,Card,True,False,False
C15532,Chennai,31,F,38,Premium,Month-to-month,1231.0,45125.0,1,Cash,False,False,True
C11325,Hyderabad,44,F,58,Standard,One year,688.0,37972.0,4,Bank transfer,False,False,False
C12622,Chennai,30,M,38,Premium,Month-to-month,1533.0,57838.0,2,UPI,True,False,False
C10705,Pune,24,F,39,Basic,Month-to-month,564.0,21025.0,1,Card,False,True,False
C14978,Bengaluru,19,F,38,Standard,Month-to-month,683.0,25643.0,1,Bank transfer,False,False,False
C13370,Hyderabad,71,M,48,Basic,One year,659.0,31606.0,3,Card,True,False,False
C13327,Hyderabad,44,M,57,Standard,One year,1212.0,69084.0,1,UPI,True,True,False
C12935,Bengaluru,48,F,31,Basic,Month-to-month,932.0,28690.0,0,UPI,True,True,False
C15191,Chennai,19,M,15,Standard,Month-to-month,733.0,10973.0,2,Card,False,False,True
C10505,Kochi,20,M,16,Standard,Month-to-month,707.0,11098.0,1,UPI,False,False,False
C13304,Pune,37,F,35,Premium,One year,1330.0,44734.0,1,UPI,False,True,False
C14355,Hyderabad,55,F,60,Standard,One year,742.0,43697.0,2,Card,False,False,False
C11811,Bengaluru,48,M,24,Standard,One year,1097.0,25020.0,2,Card,True,True,False
C16008,Bengaluru,46,F,38,Basic,Two year,537.0,20280.0,2,Bank transfer,False,True,True
C10279,Hyderabad,31,M,18,Basic,One year,572.0,10296.0,1,UPI,False,True,False
C16096,Chennai,74,F,35,Basic,Month-to-month,395.0,13624.0,0,Bank transfer,False,False,False
C13372,Hyderabad,74,M,20,Standard,One year,980.0,19388.0,1,Bank transfer,True,False,False
C13132,Chennai,59,M,70,Standard,One year,1004.0,70052.0,2,Cash,True,False,False
C12175,Kochi,23,F,7,Basic,Month-to-month,688.0,4586.0,0,Card,True,False,True
C16349,Chennai,69,M,39,Basic,Two year,619.0,23591.0,1,Cash,False,True,False
C14279,Chennai,66,M,28,Premium,Month-to-month,1158.0,32211.0,2,Bank transfer,False,False,False
C12151,Hyderabad,22,F,11,Standard,Month-to-month,1167.0,12434.0,3,UPI,True,True,True
C10462,Hyderabad,68,M,33,Standard,Month-to-month,884.0,28350.0,3,Cash,False,True,False
C13095,Bengaluru,47,M,15,Standard,Two year,745.0,10647.0,4,UPI,False,False,False
C16317,Pune,33,M,35,Standard,Month-to-month,841.0,28019.0,0,Bank transfer,False,True,False
C15674,Chennai,68,F,25,Basic,Two year,730.0,17611.0,2,Card,True,False,False
C14325,Bengaluru,23,M,25,Standard,Month-to-month,1161.0,28425.0,1,Cash,True,True,False
C14648,Bengaluru,68,M,6,Premium,Month-to-month,1215.0,7084.0,1,Cash,False,False,False
C15928,Hyderabad,41,M,60,Basic,One year,395.0,22595.0,2,Card,False,False,False
C10218,Kochi,61,M,25,Standard,Month-to-month,847.0,20253.0,0,Card,False,True,True
C11493,Hyderabad,47,F,37,Basic,Two year,802.0,28412.0,1,Card,True,False,False
C10776,Chennai,50,M,32,Premium,Month-to-month,1484.0,46203.0,4,Cash,True,False,True
C12038,Kochi,34,M,18,Standard,Month-to-month,695.0,12117.0,1,UPI,False,False,True
C16181,Chennai,20,F,47,Premium,One year,1337.0,59805.0,3,Card,False,True,False
C15300,Hyderabad,53,M,41,Premium,One year,1323.0,53653.0,3,Bank transfer,False,True,False
C11427,Pune,50,F,10,Standard,Month-to-month,1002.0,9842.0,2,UPI,True,False,False
C15823,Kochi,43,M,54,Standard,Two year,1148.0,60187.0,3,UPI,True,True,False
C14672,Bengaluru,35,M,26,Basic,One year,718.0,18017.0,1,UPI,True,False,False
C13193,Pune,59,F,26,Standard,Month-to-month,973.0,24992.0,1,Card,True,False,True
C10982,Chennai,51,M,38,Basic,Month-to-month,674.0,24952.0,1,UPI,True,False,False
C12118,Bengaluru,26,F,15,Standard,Month-to-month,1149.0,16953.0,5,UPI,True,True,False
C14537,Bengaluru,31,M,16,Premium,Two year,1601.0,25417.0,1,UPI,True,True,False
C14983,Hyderabad,19,M,34,Standard,Month-to-month,840.0,27285.0,1,UPI,False,True,False
C14237,Hyderabad,37,F,9,Basic,Month-to-month,685.0,5939.0,1,UPI,True,False,True
C16082,Pune,60,F,23,Basic,Month-to-month,420.0,9528.0,2,Card,False,False,False
C11558,Hyderabad,37,F,7,Standard,Month-to-month,1015.0,7105.0,0,Card,True,False,False
C10328,Hyderabad,72,F,12,Standard,Month-to-month,848.0,9737.0,1,Cash,False,True,False
C10968,Pune,66,M,7,Basic,Month-to-month,422.0,2860.0,3,Card,False,False,True
C12603,Pune,66,F,28,Premium,Month-to-month,1447.0,38590.0,1,UPI,True,False,False
C13253,Hyderabad,71,F,50,Basic,Two year,408.0,19957.0,0,Card,False,False,False
C13474,Chennai,64,F,12,Premium,One year,1367.0,16404.0,2,Card,False,True,False
C14913,Bengaluru,40,M,35,Premium,One year,1354.0,45402.0,4,Bank transfer,False,True,True
C13151,Pune,24,M,42,Standard,Two year,1011.0,41435.0,2,Cash,True,False,False
C12705,Pune,32,F,22,Standard,Two year,700.0,14655.0,2,Cash,False,False,False
C16556,Bengaluru,37,F,40,Standard,Two year,1157.0,45893.0,1,Card,True,False,False
C14683,Bengaluru,62,F,34,Standard,Month-to-month,998.0,33272.0,1,Card,True,False,False
C11894,Bengaluru,46,F,7,Standard,Month-to-month,690.0,4609.0,2,Cash,False,False,True
C13324,Bengaluru,30,M,32,Standard,Month-to-month,813.0,25819.0,1,Bank transfer,False,False,False
C11640,Bengaluru,51,F,34,Basic,Month-to-month,814.0,27375.0,4,Bank transfer,True,True,True
C14207,Chennai,59,M,24,Standard,Month-to-month,1117.0,26366.0,1,UPI,True,True,False
C16521,Hyderabad,57,M,38,Basic,Month-to-month,437.0,16183.0,1,UPI,False,False,False
C11069,Pune,46,F,59,Standard,One year,1196.0,68140.0,2,UPI,True,True,False
C14753,Pune,73,M,38,Premium,Month-to-month,1284.0,46664.0,1,Bank transfer,False,True,False
C15262,Bengaluru,41,M,37,Standard,Two year,1039.0,38207.0,1,UPI,True,False,False
C13349,Bengaluru,26,M,1,Basic,Month-to-month,319.0,303.0,1,Cash,False,False,False
C16960,Hyderabad,59,M,12,Standard,Month-to-month,1182.0,14175.0,2,Bank transfer,True,True,False
C13383,Chennai,62,F,25,Premium,One year,1265.0,31327.0,1,Card,False,False,False
C10091,Chennai,28,F,48,Standard,One year,681.0,31519.0,1,Cash,False,False,False
C10587,Kochi,52,F,15,Basic,Two year,713.0,10483.0,3,Card,True,False,False
C13535,Hyderabad,52,M,4,Basic,Month-to-month,349.0,1338.0,0,Cash,False,False,False
C14826,Kochi,30,M,20,Standard,Month-to-month,655.0,12739.0,1,UPI,False,False,True
C11378,Bengaluru,29,F,37,Basic,Month-to-month,414.0,15107.0,1,Card,False,False,False
C14192,Bengaluru,33,F,34,Standard,One year,1031.0,33310.0,2,Card,True,False,False
C15778,Hyderabad,60,M,37,Standard,Month-to-month,661.0,23259.0,1,Card,False,False,False
C14053,Hyderabad,64,M,38,Basic,Month-to-month,673.0,24471.0,0,UPI,True,False,False
C11671,Bengaluru,40,F,13,Standard,Month-to-month,1002.0,12599.0,0,Cash,True,False,False
C16475,Bengaluru,72,F,19,Basic,Month-to-month,373.0,6962.0,1,UPI,False,False,False
C13315,Hyderabad,33,F,18,Basic,Month-to-month,733.0,12797.0,1,UPI,True,False,False
C15407,Pune,44,F,27,Standard,Month-to-month,846.0,22669.0,0,Bank transfer,False,True,False
C10981,Chennai,57,F,34,Premium,Month-to-month,1561.0,53074.0,1,Cash,True,False,True
C10421,Hyderabad,63,M,2,Basic,Month-to-month,360.0,704.0,4,Bank transfer,False,False,True
C10787,Bengaluru,23,M,57,Basic,Two year,666.0,36461.0,0,UPI,True,False,False
C10922,Bengaluru,62,F,34,Basic,Month-to-month,570.0,19019.0,1,UPI,False,True,False
C15713,Kochi,19,M,7,Standard,Month-to-month,858.0,5866.0,2,Card,False,True,True
C13390,Pune,34,F,38,Basic,One year,837.0,30484.0,0,Card,True,True,False
